Date,Day_of_Week,Month,Product_ID,Product_Category,Product_Price,Product_Features,Historical_Sales_Quantity,Historical_Sales_Revenue,Current_Inventory_Level,Reorder_Point,Lead_Time,Promotion_Type,Customer_Segmentation,Economic_Indicator,Supplier_Performance,Customer_Rating,Stock_Available,Sales_Quantity,Promotion_Flag,Sales_Revenue
2016-05-13,Friday,May,1940,Toys,490.38275,Battery-Powered,368,674.4391,-34,5.429142549261073,7,Bundle,Segment2,2.15,0.31,3.78,193,10,1,1581
2016-05-14,Saturday,May,1370,Clothing,289.712,Slim Fit,162,1520.0304000000003,37,5.406108227444967,4,Discount,Segment3,1.52,0.56,1.69,245,28,1,813
2016-05-15,Sunday,May,8312,Clothing,251.82630000000003,Slim Fit,379,2204.2224,-46,6.125725241781574,9,None,Segment3,1.83,0.48,3.94,150,11,0,3635
2016-05-16,Monday,May,6260,Furniture,225.3666,Adjustable Shelves,412,221.27399999999997,90,8.14367106859892,6,Bundle,Segment2,0.53,0.18,4.09,178,26,1,940
2016-05-17,Tuesday,May,5800,Furniture,618.8175,Adjustable Shelves,358,134.6416,62,7.705584484322669,8,Discount,Segment2,1.05,0.76,3.75,574,65,1,140
2016-05-18,Wednesday,May,1126,Furniture,141.0075,Adjustable Shelves,174,293.2135,59,4.872517176579561,5,Bundle,Segment3,0.75,0.31,1.78,186,8,1,381
2016-05-19,Thursday,May,4575,Furniture,1214.5385999999999,Solid Wood,163,2168.496,109,1.885252781853763,2,Discount,Segment2,2.36,0.72,1.53,296,19,1,842
2016-05-20,Friday,May,5938,Electronics,1093.46328,4K Ultra HD,487,211.34520000000003,28,11.119055897816711,10,None,Segment3,2.34,0.66,4.71,205,23,0,333
2016-05-21,Saturday,May,5085,Books,124.4568,Bestseller,462,384.53130000000004,0,7.059026564168622,5,None,Segment3,0.65,0.27,4.74,137,21,0,1433
2016-05-22,Sunday,May,4507,Clothing,437.8709999999999,Slim Fit,270,2310.1882,-27,6.173717317346238,10,Bundle,Segment3,2.03,0.62,2.73,153,23,1,1629
2016-05-23,Monday,May,6609,Electronics,343.2834,Bluetooth Connectivity,338,207.26860000000002,5,1.4278352189809087,2,Discount,Segment1,1.51,0.14,3.2,263,22,1,1100
2016-05-24,Tuesday,May,1171,Furniture,227.54385,Solid Wood,307,1220.7186000000002,69,0.8945856338913799,1,Bundle,Segment1,1.23,0.27,3.2,77,8,1,2701
2016-05-25,Wednesday,May,6213,Books,74.754,Bestseller,190,1303.8408000000002,76,8.159887775552734,9,Discount,Segment3,0.75,0.27,1.91,109,17,1,1975
2016-05-26,Thursday,May,4320,Electronics,380.6304,Wi-Fi Enabled,280,2489.1075,37,13.490392503999736,10,None,Segment1,1.24,0.55,2.69,269,26,0,2746
2016-05-27,Friday,May,9452,Furniture,782.6544000000001,Leather Upholstery,304,2091.1589999999997,121,7.6836782902993965,8,Discount,Segment3,1.08,0.57,2.99,444,35,1,2131
2016-05-28,Saturday,May,9558,Furniture,598.7761499999999,Leather Upholstery,376,2029.4315999999997,23,5.627435433371966,10,Discount,Segment2,0.97,0.42,3.71,220,17,1,3527
2016-05-29,Sunday,May,4890,Electronics,1380.62592,Wi-Fi Enabled,120,643.773,59,0.692307351763251,1,Bundle,Segment1,2.48,0.78,1.24,652,61,1,202
2016-05-30,Monday,May,9357,Toys,226.09444,Educational,143,195.19899999999998,-12,1.3781864308472838,2,None,Segment3,1.88,0.58,1.36,160,21,0,107
2016-05-31,Tuesday,May,4255,Toys,313.68931000000003,Battery-Powered,372,316.043,81,6.057054654646862,8,None,Segment3,0.67,0.46,3.85,516,53,0,426
2016-06-01,Wednesday,June,2159,Toys,240.88680000000005,Battery-Powered,122,3832.1205999999997,21,5.205885647268818,7,Discount,Segment2,0.63,0.77,1.41,229,19,1,1270
2016-06-02,Thursday,June,8122,Books,384.14208,Award-Winning,94,727.4302,-6,8.718921229825526,8,Discount,Segment1,1.68,0.19,1.07,358,45,1,923
2016-06-03,Friday,June,9795,Clothing,198.237,Slim Fit,120,1444.7628,160,1.6040325175020356,2,Discount,Segment2,1.95,0.78,1.13,135,19,1,342
2016-06-04,Saturday,June,1184,Furniture,1612.3716000000002,Adjustable Shelves,225,368.2728,-10,5.360025628990144,6,Discount,Segment1,2.18,0.36,2.18,543,55,1,469
2016-06-05,Sunday,June,9654,Books,338.0820800000001,Hardcover,95,2061.9774,129,11.291751378219391,8,Bundle,Segment1,1.58,0.42,1.0,361,42,1,1026
2016-06-06,Monday,June,8377,Electronics,1297.539,Wi-Fi Enabled,122,2983.8303,-27,5.372913753559809,6,Bundle,Segment3,2.49,0.87,1.2,594,57,1,981
2016-06-07,Tuesday,June,9367,Books,354.29856,Hardcover,234,3646.7661,80,6.804251056086255,5,None,Segment1,1.32,0.89,2.34,242,14,0,1851
2016-06-08,Wednesday,June,8891,Toys,483.2025000000001,Interactive,416,388.4335,84,0.7466876683714669,1,None,Segment1,1.5,0.35,4.09,219,24,0,781
2016-06-09,Thursday,June,6923,Toys,349.5316000000001,Interactive,328,1651.0079999999998,6,9.685201277373448,8,Bundle,Segment2,1.9,0.48,3.32,204,11,1,1978
2016-06-10,Friday,June,5325,Books,109.12512,Hardcover,299,904.956,49,3.717281608766665,4,Bundle,Segment3,2.08,0.6,3.19,68,3,1,1092
2016-06-11,Saturday,June,8447,Books,262.02768000000003,Hardcover,124,29.000700000000002,43,8.465411491103882,8,Discount,Segment2,2.49,0.27,1.11,182,15,1,20
2016-06-12,Sunday,June,4553,Furniture,858.7944,Adjustable Shelves,419,104.8148,-20,2.1967820104241964,2,Discount,Segment2,2.32,0.67,4.1,224,21,1,107
2016-06-13,Monday,June,5282,Books,313.87576000000007,Award-Winning,314,783.0504,-61,7.147990472614388,6,Discount,Segment3,1.87,0.18,3.27,144,22,1,2786
2016-06-14,Tuesday,June,8089,Toys,387.22860000000003,Interactive,423,566.7411999999999,73,10.347010109096706,7,None,Segment2,1.35,0.58,4.1,292,19,0,792
2016-06-15,Wednesday,June,2413,Electronics,133.89312,4K Ultra HD,493,839.9033999999999,78,7.552908623566216,9,Bundle,Segment1,0.64,0.42,4.98,247,19,1,2388
2016-06-16,Thursday,June,2780,Furniture,769.1953500000001,Leather Upholstery,124,892.297,37,0.8525437894173827,1,Discount,Segment1,2.31,0.35,1.44,323,30,1,869
2016-06-17,Friday,June,2990,Books,270.39936,Award-Winning,244,772.506,-50,4.706111042465101,9,None,Segment1,2.48,0.84,2.53,71,-2,0,516
2016-06-18,Saturday,June,3768,Furniture,97.4787,Solid Wood,288,253.8855,101,5.400581644573096,6,None,Segment3,1.09,0.33,2.98,77,7,0,378
2016-06-19,Sunday,June,3177,Toys,916.2700800000001,Battery-Powered,395,143.4455,113,1.0453250221912276,1,None,Segment2,1.87,0.55,3.94,550,63,0,235
2016-06-20,Monday,June,3572,Clothing,9.129,100% Cotton,117,82.8568,24,0.7616981767385387,1,Bundle,Segment3,0.85,0.26,1.08,7,2,1,56
2016-06-21,Tuesday,June,1947,Furniture,756.687,Solid Wood,302,1876.0755,-3,7.491114360412163,7,Bundle,Segment2,1.85,0.39,2.83,363,44,1,2342
2016-06-22,Wednesday,June,4416,Clothing,462.87989999999996,UV Protection,438,464.3892000000001,-73,2.967198465413896,3,None,Segment1,1.71,0.81,4.29,271,36,0,557
2016-06-23,Thursday,June,4810,Electronics,590.1168,4K Ultra HD,452,509.95,88,2.912015309244557,4,Bundle,Segment2,1.96,0.25,4.72,205,20,1,2223
2016-06-24,Friday,June,2903,Books,29.511680000000002,Hardcover,368,1875.2384000000002,-61,8.099392922024492,6,None,Segment1,1.76,0.56,3.69,26,9,0,2753
2016-06-25,Saturday,June,6676,Books,494.37984,Bestseller,321,351.516,130,2.89300485971914,4,None,Segment2,1.41,0.4,3.16,325,24,0,560
2016-06-26,Sunday,June,6468,Toys,229.88327999999998,Educational,460,828.9036,19,5.714904290934687,7,Discount,Segment2,2.28,0.42,4.81,92,14,1,2054
2016-06-27,Monday,June,4338,Books,338.1504,Hardcover,222,1528.729,67,12.170504681059871,9,Bundle,Segment1,2.24,0.79,2.41,195,9,1,748
2016-06-28,Tuesday,June,9513,Furniture,792.8855999999998,Leather Upholstery,268,1869.8850000000002,-76,7.620465205707223,6,Bundle,Segment2,1.97,0.54,2.81,137,10,1,1711
2016-06-29,Wednesday,June,8645,Toys,63.80528000000001,Educational,459,3684.5760000000005,43,1.0702547140610803,1,Bundle,Segment3,1.12,0.8,4.64,65,14,1,4385
2016-06-30,Thursday,June,4968,Furniture,87.37575000000001,Adjustable Shelves,447,2045.8256000000003,58,4.460572482275091,4,Bundle,Segment1,0.89,0.56,4.35,83,0,1,3084
2016-07-01,Friday,July,9420,Electronics,325.74539999999996,4K Ultra HD,136,591.2837999999999,91,11.967268232618842,10,None,Segment1,1.93,0.57,1.44,128,10,0,353
2016-07-02,Saturday,July,7346,Electronics,129.45492,Wi-Fi Enabled,474,2104.9392000000003,18,3.0790192843888455,6,Discount,Segment1,1.41,0.79,4.57,89,5,1,2395
2016-07-03,Sunday,July,4370,Books,230.01160000000002,Hardcover,236,3205.3164,148,3.257585846830869,6,Discount,Segment2,0.89,0.66,2.18,449,38,1,1814
2016-07-04,Monday,July,4414,Clothing,454.7222999999999,100% Cotton,427,304.5471,6,6.744294424802511,8,Discount,Segment3,2.01,0.33,4.33,187,16,1,785
2016-07-05,Tuesday,July,6996,Clothing,476.2762,Slim Fit,478,903.1419000000001,121,7.792476251524977,10,Bundle,Segment3,1.34,0.81,4.76,470,41,1,982
2016-07-06,Wednesday,July,4063,Electronics,632.0686800000001,4K Ultra HD,349,878.7852000000001,-17,14.324882637513776,10,None,Segment3,1.37,0.81,3.47,339,41,0,604
2016-07-07,Thursday,July,5028,Toys,506.07216000000005,Battery-Powered,121,518.8365,39,12.005818336359402,9,Bundle,Segment2,1.29,0.63,1.17,187,9,1,158
2016-07-08,Friday,July,9994,Furniture,66.4143,Solid Wood,368,2024.0267999999999,104,4.16271248271367,5,Discount,Segment3,0.53,0.51,3.88,57,7,1,2599
2016-07-09,Saturday,July,1218,Books,244.33088000000004,Hardcover,159,58.845800000000004,69,0.5714606048307856,1,None,Segment2,0.76,0.13,1.67,510,43,0,176
2016-07-10,Sunday,July,3392,Toys,144.48126000000002,Interactive,365,2241.9516,50,7.1970173807396325,5,None,Segment3,0.66,0.84,3.82,110,13,0,2265
2016-07-11,Monday,July,9739,Electronics,284.45148,4K Ultra HD,380,2023.1574,136,3.4852887185290826,4,Bundle,Segment1,0.51,0.66,3.85,241,20,1,2346
2016-07-12,Tuesday,July,7147,Clothing,27.7746,UV Protection,208,213.972,14,0.6172238874002574,1,Bundle,Segment1,1.19,0.88,1.9,34,-6,1,105
2016-07-13,Wednesday,July,4230,Clothing,336.15,100% Cotton,284,3343.6455999999994,-33,4.860229572926034,6,Discount,Segment2,0.75,0.71,2.88,368,40,1,3008
2016-07-14,Thursday,July,1849,Electronics,455.47919999999993,Bluetooth Connectivity,126,1885.5880000000002,153,9.548453515030523,8,Bundle,Segment3,1.65,0.4,1.41,320,24,1,1279
2016-07-15,Friday,July,6826,Clothing,75.6832,UV Protection,125,2289.5134999999996,139,6.541343226657959,8,Bundle,Segment3,0.67,0.83,1.4,127,20,1,763
2016-07-16,Saturday,July,1509,Electronics,152.38511999999997,Bluetooth Connectivity,104,1509.2418,116,0.8008930048267174,1,Bundle,Segment2,1.38,0.66,1.06,74,15,1,542
2016-07-17,Sunday,July,7815,Furniture,883.0700999999999,Leather Upholstery,213,78.5652,61,4.017703176243924,8,Discount,Segment3,1.21,0.28,2.22,301,34,1,136
2016-07-18,Monday,July,6707,Electronics,117.81744,Bluetooth Connectivity,434,1112.625,62,5.156491369490775,4,Bundle,Segment2,2.39,0.5,4.17,57,13,1,1565
2016-07-19,Tuesday,July,2008,Clothing,27.201999999999998,100% Cotton,278,3191.2557,104,1.9456845808899415,2,None,Segment1,0.7,0.87,2.87,54,-3,0,1693
2016-07-20,Wednesday,July,3475,Toys,240.32580000000007,Battery-Powered,351,3350.5991999999997,-48,2.71754591993506,3,Discount,Segment3,1.56,0.72,3.31,186,24,1,3609
2016-07-21,Thursday,July,5805,Furniture,745.9483499999999,Solid Wood,258,644.9715,51,10.67168915091452,10,Discount,Segment2,2.17,0.17,2.76,115,8,1,2361
2016-07-22,Friday,July,3311,Toys,540.47972,Battery-Powered,407,350.80640000000005,39,3.9908855810083126,4,Discount,Segment1,1.48,0.56,4.25,394,40,1,621
2016-07-23,Saturday,July,9898,Toys,699.5010000000001,Battery-Powered,323,1476.3998,38,2.8175786964735043,4,None,Segment2,2.2,0.53,3.12,177,25,0,1861
2016-07-24,Sunday,July,6882,Furniture,1031.058,Adjustable Shelves,196,543.1959,-63,6.7984023043763315,5,None,Segment3,1.96,0.39,1.91,488,49,0,517
2016-07-25,Monday,July,8227,Toys,271.38067000000007,Interactive,366,84.8848,-44,11.961931566282827,9,None,Segment1,0.53,0.77,3.53,250,20,0,69
2016-07-26,Tuesday,July,7812,Electronics,212.40959999999998,4K Ultra HD,173,227.06310000000002,-1,5.495268244491204,6,None,Segment1,2.08,0.33,1.66,82,16,0,225
2016-07-27,Wednesday,July,9492,Furniture,165.84750000000003,Leather Upholstery,268,30.11,167,7.789722096746558,10,Discount,Segment3,1.35,0.25,2.58,77,2,1,67
2016-07-28,Thursday,July,3426,Toys,449.64018000000004,Interactive,164,321.5485,64,4.139581216114658,6,Bundle,Segment2,1.77,0.37,1.6,152,14,1,320
2016-07-29,Friday,July,7587,Furniture,453.04920000000004,Adjustable Shelves,462,1465.5372,53,8.960061730260495,7,Discount,Segment1,0.72,0.61,4.59,602,66,1,2518
2016-07-30,Saturday,July,2265,Electronics,79.431,Wi-Fi Enabled,296,3053.7943999999998,129,11.542384170942023,10,Bundle,Segment2,1.45,0.73,3.12,23,5,1,2619
2016-07-31,Sunday,July,7352,Toys,492.46186,Interactive,265,2119.4679,-44,4.774067765813345,5,Bundle,Segment1,1.01,0.87,2.8,352,42,1,1364
2016-08-01,Monday,August,5076,Toys,473.9196,Battery-Powered,417,1963.4883,162,6.00523269681743,5,Discount,Segment2,1.15,0.73,4.1,507,49,1,1907
2016-08-02,Tuesday,August,6284,Toys,336.31224000000003,Interactive,348,900.7949000000001,-68,6.590639836512782,5,Bundle,Segment2,1.48,0.67,3.56,142,21,1,862
2016-08-03,Wednesday,August,2991,Clothing,719.2523,100% Cotton,322,1406.3742,23,8.82295657179687,9,None,Segment1,1.67,0.33,3.23,358,31,0,2497
2016-08-04,Thursday,August,4549,Toys,171.80064000000002,Interactive,303,466.83,-39,4.608064278331382,4,Discount,Segment3,2.04,0.57,3.0,97,5,1,403
2016-08-05,Friday,August,7883,Furniture,234.67814999999996,Solid Wood,361,1486.1328,77,1.5110638427951315,3,None,Segment3,2.03,0.48,3.46,111,20,0,2046
2016-08-06,Saturday,August,4269,Books,220.14288000000002,Bestseller,148,863.6952,91,6.787374853158015,6,Discount,Segment3,1.31,0.51,1.65,311,26,1,620
2016-08-07,Sunday,August,8671,Clothing,872.3496,100% Cotton,296,1232.33,86,2.5957796771376778,3,Discount,Segment3,2.37,0.44,3.04,381,48,1,1720
2016-08-08,Monday,August,4310,Clothing,144.381,Slim Fit,172,91.8654,-10,5.154533958976324,4,None,Segment2,0.85,0.31,1.72,87,13,0,86
2016-08-09,Tuesday,August,4587,Clothing,213.7242,100% Cotton,118,2657.946,0,2.170985651529801,4,Discount,Segment1,0.58,0.6,1.1,326,37,1,1057
2016-08-10,Wednesday,August,6070,Clothing,620.0918,UV Protection,88,720.5828000000001,82,10.004650582410648,7,None,Segment3,1.79,0.28,1.0,515,47,0,598
2016-08-11,Thursday,August,5238,Furniture,363.56145000000004,Solid Wood,319,940.89,26,8.307168621991813,8,None,Segment3,0.53,0.79,3.08,614,56,0,813
2016-08-12,Friday,August,1797,Furniture,1034.8799999999999,Leather Upholstery,434,2363.9825,-7,7.040907865432857,5,Discount,Segment2,1.4,0.59,4.25,669,73,1,3972
2016-08-13,Saturday,August,3477,Books,25.68464,Award-Winning,268,208.0704,113,4.4129185473850505,5,Discount,Segment2,2.29,0.12,2.49,14,-3,1,950
2016-08-14,Sunday,August,9132,Books,54.78176000000001,Award-Winning,112,3232.8438000000006,127,1.8069263453024793,3,None,Segment1,0.79,0.67,1.08,43,11,0,950
2016-08-15,Monday,August,4460,Electronics,527.6620800000001,4K Ultra HD,166,1103.6172000000001,145,1.8481386851600479,2,Discount,Segment3,0.88,0.28,1.76,258,19,1,1284
2016-08-16,Tuesday,August,5342,Clothing,780.3114,100% Cotton,439,2500.0074,-83,2.3202538805395947,2,Bundle,Segment1,1.91,0.62,4.45,424,47,1,3194
2016-08-17,Wednesday,August,9066,Books,4.781760000000001,Bestseller,357,2200.5564999999997,57,7.80986397255068,10,Bundle,Segment2,0.51,0.85,3.63,8,-4,1,2232
2016-08-18,Thursday,August,1816,Electronics,1024.37124,Wi-Fi Enabled,404,2281.4147999999996,50,3.6604497976768453,7,None,Segment2,2.11,0.84,4.24,444,34,0,2270
2016-08-19,Friday,August,1889,Books,360.22176,Hardcover,400,476.97200000000004,98,7.1381713104973255,8,Discount,Segment3,1.16,0.4,3.9,492,54,1,1037
2016-08-20,Saturday,August,9102,Clothing,1074.9024,UV Protection,225,878.4036000000001,-17,8.58197959196546,7,None,Segment1,2.34,0.18,2.34,421,38,0,2398
2016-08-21,Sunday,August,8524,Toys,614.73588,Battery-Powered,293,242.8426,114,3.5549140882464183,5,None,Segment1,1.93,0.26,2.81,396,34,0,463
2016-08-22,Monday,August,9018,Electronics,257.59296,Wi-Fi Enabled,310,1548.9827999999998,-20,2.0213010604937507,3,Discount,Segment2,0.54,0.74,3.11,277,18,1,1368
2016-08-23,Tuesday,August,2559,Electronics,369.72144,Bluetooth Connectivity,233,555.64,109,10.783776104195438,10,None,Segment3,1.02,0.4,2.35,212,23,0,658
2016-08-24,Wednesday,August,5380,Toys,576.1571200000001,Interactive,299,2325.0376,86,8.732007310765297,6,Bundle,Segment3,1.12,0.76,2.94,677,77,1,1835
2016-08-25,Thursday,August,7057,Clothing,184.4875,Slim Fit,141,2190.0597,182,5.412459677313797,4,Bundle,Segment2,1.25,0.87,1.46,213,27,1,606
2016-08-26,Friday,August,6824,Clothing,275.0056,Slim Fit,168,570.9975000000001,-12,11.98948050714112,10,Discount,Segment2,0.68,0.19,1.73,478,49,1,934
2016-08-27,Saturday,August,1801,Toys,379.7453,Educational,145,2173.0029999999997,-31,5.034772227990701,7,Bundle,Segment3,0.97,0.7,1.55,474,48,1,1077
2016-08-28,Sunday,August,3144,Electronics,269.10432,Wi-Fi Enabled,226,185.56590000000003,-14,4.227580038739562,3,Bundle,Segment3,1.72,0.13,2.3,187,10,1,781
2016-08-29,Monday,August,2895,Toys,593.88912,Educational,476,109.2648,120,3.9707698384846464,7,Bundle,Segment3,1.44,0.12,4.71,338,32,1,812
2016-08-30,Tuesday,August,9846,Books,513.1476000000001,Bestseller,423,1041.4338,-95,1.3463874456150713,1,Discount,Segment3,2.45,0.33,4.17,388,33,1,2618
2016-08-31,Wednesday,August,6238,Books,278.95631999999995,Bestseller,400,824.2437,-48,1.4955159272288119,2,None,Segment1,1.13,0.47,4.01,323,40,0,1320
2016-09-01,Thursday,September,8355,Electronics,292.70844,Bluetooth Connectivity,155,487.8174,-5,9.513645515432954,9,Discount,Segment1,0.59,0.42,1.72,227,18,1,361
2016-09-02,Friday,September,1639,Toys,252.81652,Interactive,219,446.71899999999994,73,2.0782950075803375,4,None,Segment3,1.46,0.7,2.01,123,22,0,236
2016-09-03,Saturday,September,5204,Electronics,228.56364,4K Ultra HD,381,2922.3221,-23,6.442805341390837,9,None,Segment3,1.77,0.83,3.67,80,6,0,2913
2016-09-04,Sunday,September,5207,Clothing,478.65360000000004,UV Protection,487,2697.6096,17,7.176639059180211,7,None,Segment3,1.06,0.84,4.85,312,35,0,2878
2016-09-05,Monday,September,9027,Furniture,254.39625,Solid Wood,237,1287.153,128,7.686044309218345,9,Bundle,Segment1,0.75,0.9,2.56,308,34,1,669
2016-09-06,Tuesday,September,7515,Toys,435.00863999999996,Educational,263,1736.928,153,4.746293208612109,6,None,Segment1,0.86,0.36,2.52,243,29,0,2877
2016-09-07,Wednesday,September,1169,Books,27.618000000000002,Bestseller,377,1117.3322,-51,14.140751117536885,10,Discount,Segment3,0.75,0.67,3.58,39,12,1,1153
2016-09-08,Thursday,September,1242,Electronics,733.77696,Bluetooth Connectivity,409,474.3508,39,10.147020055203456,10,Discount,Segment2,1.96,0.11,3.9,375,39,1,3752
2016-09-09,Friday,September,2383,Clothing,350.3664,100% Cotton,118,3419.9001999999996,-33,4.061146494840003,3,None,Segment2,0.72,0.82,1.23,331,42,0,1201
2016-09-10,Saturday,September,2714,Clothing,529.5615,UV Protection,233,2223.5112000000004,137,3.9233770622382362,6,Bundle,Segment3,1.95,0.87,2.29,216,21,1,1263
2016-09-11,Sunday,September,8516,Clothing,724.7475000000001,Slim Fit,353,3877.5832,2,2.9770929616099853,3,None,Segment2,2.43,0.82,3.73,321,27,0,3197
2016-09-12,Monday,September,9604,Toys,333.828,Battery-Powered,254,2139.7245,-23,7.990629579838004,7,None,Segment2,0.72,0.69,2.56,526,43,0,1597
2016-09-13,Tuesday,September,9463,Books,131.418,Hardcover,369,456.47639999999996,147,6.199483082475097,10,Discount,Segment2,1.47,0.12,3.88,134,22,1,3324
2016-09-14,Wednesday,September,6691,Books,476.2368000000001,Bestseller,235,1498.2429000000002,-91,2.493833831485999,3,Discount,Segment1,1.3,0.33,2.28,250,18,1,2240
2016-09-15,Thursday,September,3053,Toys,238.41840000000002,Educational,125,1227.3582000000001,1,1.9364454413508623,2,Discount,Segment2,1.76,0.46,1.42,158,23,1,805
2016-09-16,Friday,September,2820,Toys,967.8198200000002,Educational,462,1982.1360000000002,63,0.8255670421891602,1,Bundle,Segment3,1.78,0.8,4.63,708,73,1,2107
2016-09-17,Saturday,September,9757,Furniture,59.5968,Solid Wood,412,1071.7695,84,1.9488603462185445,2,Discount,Segment3,0.64,0.45,4.28,33,0,1,2321
2016-09-18,Sunday,September,1414,Furniture,337.212,Adjustable Shelves,459,1148.4407999999999,42,10.585682345319087,10,Bundle,Segment2,1.45,0.78,4.45,217,18,1,1225
2016-09-19,Monday,September,5743,Clothing,533.9913,Slim Fit,403,749.1790000000001,50,8.253281749819006,8,Discount,Segment1,1.77,0.46,4.15,276,37,1,1529
2016-09-20,Tuesday,September,3782,Toys,131.10768,Interactive,252,3424.1454000000003,-37,1.3839174182121237,2,Discount,Segment2,0.72,0.78,2.65,244,19,1,2087
2016-09-21,Wednesday,September,3429,Toys,800.8020899999999,Interactive,452,2130.6945,92,1.4712946609512842,2,Discount,Segment1,2.01,0.55,4.66,522,62,1,2982
2016-09-22,Thursday,September,5436,Toys,85.06575000000001,Interactive,470,874.5426,-46,3.529653157351338,7,Discount,Segment1,1.75,0.86,4.75,50,6,1,833
2016-09-23,Friday,September,2623,Toys,465.94108,Interactive,469,526.2114,83,6.146736762803766,6,Discount,Segment2,1.88,0.13,4.53,128,18,1,3719
2016-09-24,Saturday,September,9501,Electronics,177.72636,Bluetooth Connectivity,462,2222.5139999999997,182,6.32823513082872,10,Bundle,Segment2,1.73,0.7,4.74,55,12,1,2521
2016-09-25,Sunday,September,1949,Furniture,166.5495,Leather Upholstery,301,333.7781,17,3.5290898718940724,6,Discount,Segment3,2.34,0.53,3.1,37,4,1,417
2016-09-26,Monday,September,4095,Clothing,457.2871,UV Protection,239,821.9873,39,1.1639062094895245,2,None,Segment3,0.97,0.73,2.19,649,67,0,506
2016-09-27,Tuesday,September,6972,Furniture,485.34000000000003,Adjustable Shelves,303,1465.4304,149,1.5480088858012864,3,Bundle,Segment1,1.0,0.48,2.99,340,32,1,2051
2016-09-28,Wednesday,September,3732,Clothing,379.983,UV Protection,300,654.6606,94,13.688291344386396,10,None,Segment3,1.15,0.33,3.05,226,25,0,1124
2016-09-29,Thursday,September,7058,Clothing,126.162,100% Cotton,412,239.6394,-16,1.0040614453515893,1,None,Segment1,1.8,0.22,4.29,44,10,0,1012
2016-09-30,Friday,September,8990,Books,432.77376000000004,Award-Winning,320,692.3828000000001,68,7.257749591158121,5,None,Segment3,1.36,0.34,3.13,328,24,0,1357
2016-10-01,Saturday,October,6212,Clothing,165.9528,100% Cotton,405,3503.0160000000005,88,7.127061019373774,8,Discount,Segment1,1.17,0.8,4.19,128,20,1,4176
2016-10-02,Sunday,October,1709,Clothing,306.404,Slim Fit,400,2188.062,-58,5.91389777444999,7,Discount,Segment2,0.62,0.6,4.11,487,57,1,2931
2016-10-03,Monday,October,2850,Clothing,371.752,UV Protection,108,2459.7247,96,2.799001340957241,3,Discount,Segment3,1.55,0.53,1.09,165,25,1,1195
2016-10-04,Tuesday,October,1321,Toys,1159.4,Educational,471,2269.7334,36,7.026748290480985,5,Discount,Segment1,2.48,0.81,4.65,383,31,1,2204
2016-10-05,Wednesday,October,7368,Electronics,1021.77684,Bluetooth Connectivity,428,2417.1816,6,11.571356835897365,10,None,Segment2,1.83,0.62,4.16,519,50,0,3137
2016-10-06,Thursday,October,2212,Furniture,421.73249999999996,Leather Upholstery,417,597.483,138,5.881513996083541,8,None,Segment1,0.58,0.18,4.24,627,54,0,2530
2016-10-07,Friday,October,5548,Books,232.0736,Award-Winning,189,2639.5696,32,3.6196216730599606,5,Bundle,Segment2,1.52,0.53,2.05,153,5,1,2194
2016-10-08,Saturday,October,2697,Books,869.2031999999999,Hardcover,406,1076.5761,-67,5.390612867754291,10,Discount,Segment3,2.4,0.57,4.23,338,29,1,1824
2016-10-09,Sunday,October,3499,Books,161.472,Award-Winning,224,732.1566,104,11.37677955092592,8,Bundle,Segment3,2.0,0.21,2.05,78,8,1,1166
2016-10-10,Monday,October,8192,Clothing,286.5207,100% Cotton,329,302.0602,93,0.8248794578733375,1,Discount,Segment3,1.39,0.13,3.27,232,29,1,1541
2016-10-11,Tuesday,October,2506,Books,439.4628000000001,Award-Winning,467,553.5396,-37,1.0711166045630143,1,None,Segment1,1.35,0.12,4.8,584,64,0,4974
2016-10-12,Wednesday,October,5169,Furniture,33.2667,Leather Upholstery,365,535.3158999999999,75,12.349040404085425,9,Bundle,Segment1,0.81,0.47,3.82,27,-5,1,931
2016-10-13,Thursday,October,9564,Books,486.97920000000005,Bestseller,466,2778.349,-10,1.372380516722909,1,None,Segment3,1.48,0.7,4.8,396,38,0,3300
2016-10-14,Friday,October,7488,Books,669.8315200000001,Bestseller,444,2359.4080000000004,-44,4.54855197803708,7,Bundle,Segment2,1.97,0.8,4.49,572,54,1,2346
2016-10-15,Saturday,October,8053,Furniture,1652.09625,Solid Wood,479,1814.7327000000002,94,3.9006464223598334,5,Bundle,Segment2,2.43,0.79,4.84,453,43,1,1996
2016-10-16,Sunday,October,6027,Books,543.84792,Hardcover,123,668.3448000000001,-6,5.324462617827243,6,None,Segment2,2.31,0.68,1.33,396,48,0,270
2016-10-17,Monday,October,4860,Electronics,102.06107999999999,Wi-Fi Enabled,235,2372.7075,-17,5.936066375816987,4,Bundle,Segment2,0.71,0.75,2.26,100,16,1,1405
2016-10-18,Tuesday,October,5970,Electronics,712.5823199999999,4K Ultra HD,145,195.00699999999998,170,7.54999278308407,7,None,Segment3,1.67,0.85,1.53,394,31,0,70
2016-10-19,Wednesday,October,5939,Electronics,334.6584,Bluetooth Connectivity,433,304.413,98,7.5937072451544685,10,None,Segment3,1.64,0.58,4.46,231,15,0,426
2016-10-20,Thursday,October,3828,Toys,359.08653000000004,Educational,313,1682.6285,6,1.7936232168900532,2,Discount,Segment2,1.79,0.35,3.2,130,20,1,2984
